,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you work in?,Do you work remotely?,Front-end Developer,Back-end Developer,DevOps/SysAdmin,Dev Evangelist/Advocate,One-person shop,Executive Leadership,Supervisor/Team Lead,Other,HR,Sales,Support
248,1001,0.0,3,2,3,2,2,4,2,2,3,3,3,2,1,3,4,4,4,4,1,2,3,3,3,3,3,3,2,2,-1,-1,3,2,3,2,2,-1,-1,36,1.0,1,3,1,1,0,0,0,0,0,0,0,0,0
249,501,1.0,1,1,3,1,2,3,2,3,2,2,2,2,1,2,2,4,2,3,2,3,2,2,2,2,1,2,3,3,2,3,1,1,1,1,1,1,1,30,1.0,1,3,0,0,0,0,0,0,0,1,0,0,1
250,1001,1.0,1,1,1,1,1,5,2,2,3,2,3,2,1,2,2,2,4,3,1,2,3,2,4,3,2,3,2,2,2,4,1,1,1,1,1,3,1,33,2.0,14,2,0,0,0,1,0,0,0,0,0,0,0
251,501,1.0,1,2,3,1,2,3,2,3,3,3,2,1,1,4,4,4,4,4,1,2,3,4,4,1,1,3,1,1,5,1,2,1,1,1,1,4,2,45,2.0,2,1,0,0,0,0,0,0,0,0,1,0,0
252,26,1.0,1,1,1,1,2,2,3,3,2,1,1,2,1,4,1,4,4,3,2,2,3,4,4,3,3,3,3,4,2,2,1,1,1,1,1,3,1,30,2.0,1,2,0,0,0,0,0,0,1,0,0,0,0
253,26,1.0,1,1,1,3,1,3,2,2,2,2,3,1,1,1,2,4,4,2,1,2,3,4,2,2,2,3,1,1,4,1,1,1,1,1,1,3,1,30,1.0,1,2,1,0,0,0,0,0,1,0,0,0,0
255,1,0.0,3,1,1,3,3,2,3,3,1,1,3,2,1,4,4,4,4,3,2,3,3,4,4,3,2,2,2,4,1,4,1,3,3,2,2,4,2,36,1.0,15,2,0,0,1,0,0,1,0,0,0,0,0
256,26,1.0,1,1,1,1,1,2,3,3,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,1,1,1,2,1,1,3,1,28,1.0,1,3,1,0,0,0,0,0,0,0,0,0,0
257,26,1.0,1,2,2,2,2,2,3,3,2,1,1,2,1,2,3,2,4,1,2,2,3,2,4,3,3,3,3,3,2,4,3,1,1,1,1,2,1,36,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0
258,501,1.0,1,1,3,2,2,3,2,3,2,3,2,2,1,3,4,4,4,3,3,2,2,3,3,2,1,3,3,3,4,3,1,2,2,1,1,2,1,37,2.0,1,2,0,0,0,0,0,1,0,0,0,0,0
259,26,1.0,1,2,3,1,1,1,3,3,1,1,1,2,1,1,1,2,2,2,2,3,2,2,2,3,3,3,4,4,1,4,1,1,2,2,1,4,1,29,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0
260,26,1.0,1,1,2,1,1,1,3,3,1,1,1,2,1,2,3,2,2,2,2,3,2,2,2,2,3,3,4,4,2,3,1,1,1,1,1,3,1,25,1.0,1,2,1,1,1,0,0,0,0,0,0,0,0
261,26,1.0,1,3,1,1,1,3,3,3,2,1,3,2,1,3,4,2,2,3,1,2,3,4,4,2,3,3,2,2,2,2,3,3,3,2,2,-1,-1,34,2.0,1,2,0,0,0,0,0,0,1,0,0,0,0
262,1001,0.0,1,1,1,1,1,3,2,2,2,2,1,1,1,1,2,2,2,3,3,2,2,3,4,2,2,3,2,3,1,2,3,3,3,2,1,2,-1,37,1.0,2,2,0,0,0,0,0,0,0,0,0,0,1
263,1001,1.0,1,1,3,1,2,3,2,3,2,1,2,2,1,1,2,4,4,3,2,2,2,2,2,2,3,3,3,3,2,1,1,1,1,1,1,4,1,40,2.0,1,2,0,0,0,1,0,1,0,0,0,0,0
264,101,1.0,1,1,1,1,2,4,1,2,2,3,3,2,1,4,4,4,4,4,2,2,2,2,4,3,3,3,2,2,1,3,3,2,2,2,2,-1,2,32,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0
265,26,1.0,2,3,3,3,2,2,2,3,2,2,2,2,1,3,4,4,4,3,3,3,2,2,3,2,2,3,2,3,2,3,3,2,3,2,2,-1,-1,38,1.0,0,3,0,1,0,1,0,0,0,0,0,0,0
266,26,1.0,1,2,1,2,2,4,2,3,2,2,3,2,1,2,2,4,2,3,2,2,2,2,4,2,2,3,3,4,2,1,1,1,1,1,1,2,1,31,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0
267,26,1.0,1,1,2,1,1,1,3,3,1,1,1,2,1,2,3,4,2,1,2,2,3,2,2,2,2,2,3,4,2,3,1,3,3,2,1,2,1,28,2.0,1,2,0,0,0,0,0,0,0,1,0,0,0
268,101,1.0,3,3,3,3,2,5,1,2,3,3,3,1,1,2,2,4,2,3,1,2,3,4,4,1,1,3,1,4,4,1,1,1,1,1,1,1,1,27,2.0,0,2,0,0,0,0,0,0,0,1,0,0,0
269,26,1.0,1,1,3,1,1,2,2,3,2,2,2,2,1,2,2,4,4,3,2,2,2,4,4,2,2,3,3,3,4,2,3,1,1,1,1,2,1,28,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0
270,6,1.0,2,1,3,3,2,2,3,3,3,2,1,1,1,2,1,4,4,1,2,3,3,2,2,3,3,2,3,4,4,4,1,1,1,1,1,4,1,26,1.0,3,1,1,1,0,0,0,0,0,0,0,0,0
271,26,1.0,1,1,1,1,1,1,3,3,1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,3,1,1,3,4,1,4,1,1,3,2,1,3,1,40,1.0,1,2,0,0,0,0,0,1,1,0,1,0,1
272,1001,1.0,1,1,1,1,1,2,3,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,3,4,2,1,3,1,1,1,1,2,1,42,1.0,1,2,0,0,0,1,0,0,0,0,0,0,0
273,26,1.0,1,2,2,1,2,1,3,3,2,2,1,2,1,3,4,4,4,3,2,3,2,2,3,3,3,3,3,4,3,4,2,3,3,2,2,-1,-1,36,1.0,1,3,1,0,0,0,0,0,0,0,0,0,0
275,501,1.0,1,1,3,3,2,5,2,2,2,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,3,2,3,2,2,1,1,1,2,1,24,1.0,1,3,0,1,0,0,0,0,0,0,0,0,0
276,101,0.0,2,2,3,1,2,5,1,1,3,2,3,1,1,1,1,1,1,1,3,3,3,1,4,3,1,2,2,2,5,3,2,2,2,2,1,-1,2,44,1.0,1,3,1,1,1,0,0,0,1,0,0,0,1
277,1001,1.0,1,2,2,2,2,3,3,3,1,3,2,2,1,2,1,2,2,3,2,3,2,2,2,3,2,2,4,4,2,4,3,3,1,1,1,4,2,31,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0
279,26,1.0,1,3,1,2,1,5,2,2,2,3,2,2,1,3,4,4,4,3,3,3,2,2,3,3,2,2,3,3,2,3,1,3,3,2,2,-1,-1,27,2.0,1,2,1,1,0,0,0,0,0,0,0,0,0
280,1001,1.0,1,2,2,1,2,2,3,3,3,2,2,2,1,2,2,4,4,4,2,3,2,2,2,3,2,3,2,3,5,2,1,2,3,2,1,-1,2,27,1.0,1,1,0,1,1,0,0,0,1,0,0,0,0
281,101,1.0,1,1,3,3,2,3,3,3,2,2,2,2,1,4,4,4,4,3,3,2,2,4,3,3,3,3,4,4,-1,4,3,1,3,1,1,-1,-1,28,1.0,1,2,0,1,1,0,0,0,1,0,0,0,0
282,6,1.0,1,1,3,3,2,5,1,2,3,3,3,2,1,4,1,4,4,3,1,3,2,4,2,2,3,3,1,2,2,4,1,1,2,1,1,3,2,20,2.0,1,3,1,1,0,0,0,0,0,0,0,0,0
284,101,0.0,3,-1,3,1,2,3,1,3,2,2,2,2,1,2,2,2,2,3,2,3,2,2,4,2,3,3,3,3,4,1,2,1,1,1,1,2,-1,38,1.0,5,2,0,1,0,0,0,0,0,0,0,0,0
285,101,1.0,2,3,3,2,2,4,1,2,3,3,2,2,1,2,2,2,2,3,2,2,3,4,2,2,3,3,3,2,4,3,1,1,1,2,2,2,2,29,1.0,1,3,0,0,0,0,0,0,0,1,0,0,0
286,101,1.0,1,3,3,3,2,1,2,3,2,2,3,1,1,1,1,4,2,1,2,3,2,2,2,2,1,3,1,3,2,1,1,1,1,1,1,2,1,44,2.0,1,1,0,0,0,0,0,0,1,0,0,0,0
287,501,1.0,2,2,3,1,2,3,3,3,3,1,1,2,1,3,4,3,1,3,4,3,3,1,3,3,1,1,3,3,2,4,2,3,3,2,2,-1,-1,31,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
288,6,1.0,3,3,3,3,3,4,1,2,3,3,3,2,1,4,4,4,4,4,2,2,3,4,4,2,3,3,2,2,2,2,1,1,1,1,1,3,1,54,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
289,501,1.0,2,3,3,3,2,2,3,3,3,2,2,2,1,3,4,4,4,3,4,3,3,3,3,3,2,2,3,3,3,4,1,3,3,2,2,-1,-1,33,1.0,3,2,0,1,0,0,0,0,0,0,0,0,0
290,6,1.0,3,3,3,3,3,3,2,2,3,3,3,1,1,3,4,1,4,3,4,3,1,1,1,3,2,2,2,3,-1,2,3,3,3,2,2,-1,-1,29,1.0,4,3,0,1,0,0,0,0,0,0,0,0,0
291,26,1.0,2,2,3,2,2,3,3,3,2,2,2,2,1,4,4,4,4,3,2,3,3,4,4,3,1,3,3,4,-1,3,2,1,2,1,1,3,2,26,3.0,0,2,0,1,1,0,0,0,0,0,0,0,0
292,26,1.0,2,3,1,2,2,2,3,3,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,3,2,4,1,2,2,2,2,3,2,26,1.0,0,3,0,1,0,0,0,0,0,0,0,0,0
294,101,1.0,2,3,3,3,2,3,1,1,3,3,2,2,1,2,2,2,2,3,1,1,3,4,3,3,3,3,2,2,2,4,1,1,2,1,1,4,4,38,2.0,1,2,0,1,0,0,0,0,0,0,0,0,0
295,101,1.0,3,3,3,3,2,1,3,3,2,2,2,2,1,4,4,4,4,3,2,2,2,2,4,3,2,3,4,4,2,4,1,1,1,1,1,2,1,30,1.0,0,2,0,1,0,0,0,0,0,0,0,0,0
297,1001,1.0,1,2,3,3,1,1,3,3,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,3,2,47,2.0,5,2,0,0,0,0,0,0,0,0,0,0,1
298,101,0.0,1,2,1,1,2,1,3,3,1,1,1,2,1,4,2,4,4,4,1,1,2,2,4,1,1,1,3,4,1,1,1,2,3,1,1,-1,-1,33,2.0,16,2,0,1,0,0,0,0,0,0,0,0,0
299,1001,0.0,2,-1,3,3,2,3,3,3,2,2,2,2,1,4,4,4,4,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,3,2,2,-1,-1,22,1.0,0,2,1,0,0,0,0,0,0,0,0,0,0
300,6,1.0,-1,-1,3,3,3,4,3,3,3,1,2,2,1,4,4,4,4,3,2,2,3,4,4,3,2,2,3,4,-1,3,2,1,2,2,1,-1,-1,28,3.0,0,3,1,0,0,0,0,0,0,0,0,0,0
301,501,1.0,1,1,1,1,1,2,3,3,1,1,1,2,1,4,4,4,4,3,1,1,2,3,4,2,2,2,2,3,1,1,1,1,1,1,1,2,1,31,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
302,1001,0.0,-1,-1,3,3,2,2,2,3,1,1,3,2,1,4,4,4,4,3,2,2,3,4,3,1,2,2,4,5,2,2,1,1,1,1,1,2,2,24,3.0,0,2,1,1,0,0,0,0,0,0,0,0,0
303,1,0.0,3,2,3,3,2,5,2,2,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,3,2,3,2,3,1,2,2,2,56,1.0,5,2,0,0,1,0,0,0,0,0,0,0,0
305,101,1.0,2,2,3,2,1,3,2,3,2,2,2,2,1,3,4,4,4,3,3,3,2,2,3,3,2,2,3,3,-1,3,3,3,3,2,2,-1,-1,39,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0
306,1,1.0,3,3,2,3,2,4,2,3,2,2,1,2,1,2,4,4,4,1,2,3,2,2,2,2,2,2,2,4,4,4,1,1,3,1,1,2,1,21,1.0,0,3,1,1,1,0,0,0,0,0,0,0,1
307,501,1.0,2,3,3,2,2,1,3,3,2,2,1,2,1,4,3,4,4,3,2,2,2,2,3,3,3,3,2,3,1,3,3,3,3,2,2,-1,-1,31,2.0,11,2,0,0,0,1,0,0,0,0,0,0,0
310,6,1.0,2,3,3,1,2,3,2,3,3,2,1,2,1,2,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,3,1,1,1,1,1,3,1,32,2.0,0,3,0,1,0,0,0,0,0,0,0,0,0
312,101,1.0,1,2,1,3,2,1,3,3,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,3,3,3,3,3,2,4,3,3,3,2,2,-1,-1,34,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0
313,6,1.0,-1,-1,3,3,2,3,2,2,2,2,1,2,1,1,4,4,4,4,1,1,3,4,4,3,2,3,3,4,5,4,1,1,1,1,1,4,3,35,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0
314,26,1.0,3,2,1,3,1,1,3,3,2,1,1,2,1,4,4,4,2,1,2,3,2,2,4,2,2,3,3,3,2,3,3,3,3,2,2,-1,-1,31,1.0,17,2,0,0,0,0,0,1,0,0,0,0,0
316,26,0.0,2,3,3,3,2,2,3,3,1,1,1,2,1,3,3,4,2,3,4,3,1,1,2,3,1,2,3,4,1,4,3,3,3,2,2,-1,-1,36,1.0,1,2,0,0,0,0,0,0,1,0,0,0,0
317,26,1.0,1,2,3,2,2,4,2,3,2,2,1,2,1,2,2,4,4,3,2,2,3,4,2,3,2,3,2,2,2,4,1,1,3,1,1,4,2,50,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
318,6,1.0,2,2,3,3,1,1,3,3,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,4,2,4,1,1,1,1,1,3,3,31,1.0,1,2,0,0,0,0,0,0,1,0,0,0,0
319,101,1.0,1,1,3,3,2,3,2,2,1,2,2,2,1,2,2,2,2,3,3,2,2,2,2,3,3,3,3,3,2,4,1,1,3,1,1,2,1,47,1.0,1,3,0,1,0,1,0,0,0,0,0,0,0
320,6,1.0,2,2,3,2,2,5,2,2,2,3,2,1,1,2,2,2,2,1,1,1,3,4,3,3,3,3,2,3,2,3,3,3,3,2,1,-1,-1,32,2.0,2,3,1,1,0,0,0,0,1,0,0,0,0
321,26,1.0,1,1,3,3,1,2,3,3,2,1,1,2,1,4,4,4,4,3,1,1,3,3,3,3,2,2,3,4,2,1,1,3,1,1,1,2,1,23,2.0,2,3,0,0,0,0,0,0,0,0,0,0,0
322,6,1.0,1,2,3,2,2,4,2,3,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,3,1,4,1,1,1,1,1,3,1,43,2.0,2,2,0,0,0,0,0,0,0,0,0,1,0
323,6,1.0,1,1,3,3,2,3,3,3,1,1,1,2,1,4,4,4,4,3,3,3,1,1,2,3,2,2,3,4,1,2,1,2,3,2,2,-1,-1,26,2.0,2,2,0,0,0,0,0,0,0,0,0,0,0
324,26,1.0,2,2,3,2,2,3,3,3,2,2,2,2,1,3,4,3,4,3,2,2,1,1,3,3,1,3,3,3,4,3,1,2,2,2,2,2,2,26,2.0,2,3,0,0,0,0,0,0,0,1,0,0,0
325,6,1.0,1,1,1,1,1,1,3,3,2,1,1,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,3,2,2,-1,-1,55,2.0,2,2,0,0,0,0,0,1,0,0,0,0,0
326,6,1.0,1,3,1,3,2,3,3,3,2,2,1,2,1,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,2,3,3,1,1,1,1,1,1,27,1.0,2,3,0,0,0,0,0,0,0,1,0,0,0
327,101,1.0,-1,3,3,2,2,4,2,3,3,3,2,2,1,4,3,4,4,4,2,2,2,4,4,3,1,3,2,2,4,3,1,3,3,2,1,-1,-1,34,1.0,18,1,0,0,0,0,0,0,0,1,0,0,0
328,26,1.0,3,-1,3,3,2,4,1,2,3,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,3,-1,1,3,3,2,2,-1,-1,25,1.0,13,3,0,1,0,0,0,0,0,0,0,0,0
329,26,0.0,2,3,3,2,2,4,1,3,2,1,2,2,1,3,4,4,4,3,3,3,2,4,2,3,3,3,2,3,2,4,3,3,3,2,2,-1,-1,35,1.0,1,2,1,1,1,0,0,0,1,0,0,0,0
331,26,1.0,1,2,3,1,2,1,3,3,1,1,1,2,1,1,2,4,4,3,1,1,3,4,4,2,1,3,3,3,4,1,2,1,1,1,1,3,1,38,2.0,1,2,0,0,0,0,0,0,0,1,0,0,0
332,26,1.0,1,3,3,3,2,5,1,2,2,2,2,2,1,1,3,2,2,3,2,2,3,4,4,2,2,3,2,2,4,4,2,2,2,2,1,-1,1,29,1.0,2,3,1,0,0,0,0,0,0,0,0,0,0
333,501,1.0,1,1,1,1,1,2,2,3,1,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,3,2,4,1,2,2,2,1,2,1,28,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,6,1.0,-1,-1,1,3,2,2,3,3,1,1,1,2,1,3,4,2,2,3,2,2,2,2,4,2,2,2,3,3,1,3,1,1,2,1,1,2,1,29,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0
335,1001,1.0,1,2,3,3,2,2,3,3,2,1,3,2,1,2,2,2,2,2,2,2,2,2,4,3,1,1,4,3,4,2,1,2,2,2,2,3,1,40,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0
336,26,1.0,1,1,1,1,1,1,3,3,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,5,5,2,-1,3,1,1,1,1,2,1,25,2.0,1,2,1,0,0,0,0,0,1,0,0,0,0
338,26,1.0,1,1,1,1,2,2,3,3,1,1,1,2,1,2,4,3,4,3,2,2,2,2,3,2,2,2,3,5,2,1,1,1,1,1,2,3,1,29,2.0,1,2,0,0,1,0,0,0,1,0,0,0,0
339,1,1.0,1,1,3,1,2,1,3,3,1,1,1,2,1,3,4,4,4,3,2,3,2,2,2,3,2,2,5,4,1,4,3,1,1,1,1,3,2,35,1.0,4,2,1,1,1,0,0,0,1,0,0,0,0
341,26,1.0,3,1,3,3,2,4,3,3,2,2,2,2,1,4,4,4,4,3,3,2,3,4,3,3,1,1,3,3,2,2,3,1,1,1,1,2,1,43,1.0,1,2,0,0,1,0,0,0,0,0,0,0,0
342,6,1.0,3,-1,3,3,2,1,3,3,1,1,1,2,1,3,4,4,4,3,2,3,2,2,4,3,1,3,4,4,2,1,3,2,3,2,2,-1,-1,26,1.0,19,3,1,1,1,0,0,0,0,0,0,0,0
343,101,1.0,2,3,3,3,2,1,3,3,3,3,2,2,1,4,4,4,4,3,2,2,3,4,2,3,3,3,4,4,4,3,3,3,2,2,1,-1,2,31,1.0,3,3,0,1,0,0,0,0,0,0,0,0,0
344,101,1.0,1,1,2,1,1,1,3,3,2,1,1,2,1,2,1,4,4,3,1,1,3,4,4,2,1,1,3,4,2,3,1,3,3,2,2,-1,-1,31,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0
345,1001,0.0,2,3,3,3,2,4,2,3,3,1,3,2,1,4,3,4,4,3,2,3,3,3,4,3,2,3,1,3,4,1,2,1,1,1,1,4,2,45,2.0,1,1,0,1,1,0,0,0,0,0,0,0,0
346,1001,1.0,3,3,3,3,3,2,2,3,3,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,3,2,-1,2,3,2,2,2,-1,-1,23,1.0,20,3,1,1,1,0,0,0,0,0,0,0,0
347,6,1.0,2,3,3,2,2,3,2,3,2,2,2,2,1,3,4,2,2,2,4,3,2,2,1,3,2,2,3,4,2,4,2,3,3,2,2,-1,-1,39,1.0,1,3,0,0,0,0,0,0,1,0,0,0,0
348,26,1.0,1,2,3,3,2,2,3,3,1,1,1,2,1,3,4,4,4,3,3,3,3,4,4,3,2,2,4,4,2,4,1,3,3,2,2,-1,-1,27,2.0,1,2,0,0,0,0,0,0,0,1,0,0,0
349,101,1.0,1,2,3,3,2,1,2,3,1,1,2,2,1,1,1,4,4,3,3,3,3,2,3,3,2,3,3,4,2,2,1,1,1,1,1,3,1,28,1.0,1,2,1,1,0,0,0,0,0,0,0,0,0
350,501,1.0,2,3,3,2,2,3,2,3,2,2,3,2,1,3,4,4,4,4,2,3,3,4,2,2,3,3,3,2,3,4,3,3,2,2,2,-1,1,36,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0
351,101,1.0,2,3,3,3,2,4,2,3,2,3,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,3,3,4,3,3,3,2,2,-1,-1,22,1.0,3,3,0,1,0,0,0,0,0,0,0,0,0
352,1,1.0,1,2,3,2,3,3,3,3,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,3,1,3,2,2,2,2,3,2,1,2,2,51,1.0,1,3,1,1,0,0,0,0,0,0,0,0,1
355,1001,0.0,-1,2,3,3,2,4,3,3,1,1,2,2,1,1,2,2,2,3,4,3,2,2,2,3,3,3,3,4,2,4,1,1,1,1,1,3,1,28,1.0,1,2,0,0,1,0,0,0,0,0,0,0,1
356,101,1.0,2,3,3,1,1,3,1,2,3,3,2,2,1,1,3,4,2,3,3,1,2,2,3,2,2,3,2,2,4,3,3,3,3,2,2,-1,-1,40,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0
357,26,1.0,1,1,1,1,1,1,3,3,1,1,1,2,1,1,2,4,4,3,3,3,2,4,2,3,2,3,3,3,1,3,2,1,1,1,1,2,1,35,2.0,1,2,0,1,0,0,0,0,1,0,0,0,0
358,101,1.0,1,1,3,3,2,4,1,3,3,3,3,2,1,3,4,2,2,3,1,3,3,2,4,3,2,3,2,2,2,3,1,1,1,1,1,3,1,38,1.0,1,3,0,0,0,0,0,0,1,0,0,0,0
359,101,1.0,1,2,3,3,2,3,1,2,3,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,3,3,2,2,3,2,1,1,2,2,1,2,1,29,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0
361,501,1.0,1,3,3,2,2,2,2,2,1,1,2,2,1,2,2,4,2,3,2,2,2,2,2,3,3,3,2,3,1,2,1,1,1,1,1,3,1,31,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0
362,101,1.0,3,3,3,3,2,4,1,3,2,2,3,2,1,2,1,2,2,2,3,3,2,2,2,2,3,3,2,2,-1,3,3,3,3,2,2,-1,-1,45,1.0,1,2,0,0,0,0,0,0,0,1,0,0,0
363,101,1.0,2,2,3,2,2,2,3,3,2,2,3,2,1,4,4,4,4,3,2,3,3,4,4,3,3,3,5,5,2,4,1,2,2,2,2,-1,2,26,1.0,1,2,1,1,0,1,0,0,0,1,0,1,0
364,101,1.0,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,2,1,1,3,3,1,1,2,3,1,1,3,4,1,4,3,3,3,2,2,-1,-1,42,1.0,1,1,0,0,1,1,0,1,1,0,0,0,0
365,101,1.0,1,2,1,1,1,2,3,3,2,1,1,2,1,2,3,4,4,3,1,2,3,2,4,2,3,3,3,4,4,3,3,1,3,2,2,-1,-1,28,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1
366,6,1.0,-1,-1,3,3,2,3,2,3,1,2,2,2,1,4,4,4,4,3,2,2,3,3,2,3,2,2,3,3,2,4,1,3,3,2,2,-1,-1,28,1.0,0,2,0,0,0,0,1,0,0,0,0,0,0
367,101,1.0,1,3,1,1,2,3,2,1,1,2,1,2,1,1,2,4,2,2,1,1,3,4,2,2,1,1,3,3,1,2,1,1,1,1,1,2,1,39,2.0,1,2,0,1,0,0,0,0,0,0,0,0,0
368,6,1.0,1,2,3,3,1,2,2,2,2,2,1,2,1,2,2,4,4,3,2,2,2,2,2,3,3,3,5,3,1,4,3,1,3,1,1,3,3,34,1.0,1,2,0,1,1,0,0,0,1,0,0,0,0
369,26,1.0,2,3,3,1,2,2,3,3,1,1,1,2,1,2,2,4,4,3,1,2,2,2,4,2,2,2,3,4,2,1,1,1,1,1,1,2,1,28,2.0,1,1,0,1,0,0,0,0,0,0,0,0,1
370,501,1.0,1,1,2,2,1,2,2,2,2,1,1,2,1,4,4,4,2,1,2,3,2,2,2,2,3,3,2,2,-1,2,3,2,3,2,2,-1,-1,35,2.0,1,2,0,0,0,0,0,0,1,0,0,0,0
371,6,1.0,2,2,3,3,1,3,3,3,2,1,1,2,1,3,4,3,4,3,3,2,2,2,2,3,1,1,3,4,2,4,3,3,3,2,2,-1,-1,42,1.0,2,2,0,0,0,0,0,1,1,0,1,0,0
372,6,1.0,1,3,3,2,1,2,3,3,1,1,1,2,1,2,4,4,4,4,1,1,2,2,2,1,1,2,3,4,2,1,1,1,1,1,1,3,1,99,3.0,1,2,0,0,0,0,0,0,1,0,0,0,0
375,26,1.0,1,2,3,2,2,3,2,3,2,2,2,2,1,4,1,4,4,3,2,2,3,4,4,3,2,3,3,3,-1,4,1,3,3,2,2,-1,-1,28,1.0,2,1,1,1,0,0,0,0,0,0,0,0,0
376,501,1.0,2,3,1,3,2,1,2,3,3,3,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,5,4,4,3,2,3,2,2,4,3,22,2.0,11,2,0,0,0,0,0,0,0,1,0,0,0
